Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,FarePerPerson,Sex_male,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Deck_Unknown,AgeGroup_Adult,Fare_log
1,3,28.0,2,0,23.25,3,7.75,True,False,False,True,False,True,True,3.188416617383492
0,3,19.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
1,2,28.0,0,0,12.35,1,12.35,False,False,True,False,False,False,True,2.5915163848462583
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,1,0.92,1,2,151.55,4,37.8875,True,True,False,False,False,False,False,5.027492411162679
1,1,28.0,0,0,110.8833,1,110.8833,False,False,True,False,False,True,True,4.717456363787216
1,1,17.0,1,0,108.9,2,54.45,False,False,False,False,True,False,False,4.699570861409576
0,2,30.0,1,0,24.0,2,12.0,True,False,False,True,False,True,True,3.2188758248682006
1,1,30.0,0,0,56.9292,1,56.9292,False,False,True,False,False,False,True,4.0592215752427645
1,1,24.0,0,0,83.1583,1,83.1583,False,False,True,False,False,False,True,4.432699549165613
1,1,18.0,2,2,249.00622000000035,5,49.80124400000007,False,False,True,False,False,False,False,5.521485797552746
0,2,26.0,1,1,26.0,3,8.666666666666666,False,True,False,False,True,True,True,3.295836866004329
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,2,43.0,1,1,26.25,3,8.75,True,True,False,True,False,True,True,3.305053521109253
1,3,26.0,0,0,7.8542,1,7.8542,False,True,True,False,False,True,True,2.180891922715322
1,2,24.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
0,2,54.0,0,0,14.0,1,14.0,True,True,False,False,False,True,True,2.70805020110221
1,1,31.0,0,2,164.8667,3,54.95556666666667,False,True,True,False,False,False,True,5.11118445372147
1,1,40.0,1,1,134.5,3,44.833333333333336,False,False,False,False,True,False,True,4.908971640319756
0,3,22.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
0,3,27.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,2,30.0,0,0,12.35,1,12.35,False,False,True,False,False,True,True,2.5915163848462583
1,2,22.0,1,1,29.0,3,9.666666666666666,False,True,False,False,True,True,True,3.4011973816621555
0,3,28.0,8,2,69.55,11,6.322727272727272,True,True,False,True,False,True,True,4.256321678298823
1,1,36.0,0,0,135.6333,1,135.6333,False,False,True,False,False,False,True,4.91730069488021
0,3,61.0,0,0,6.2375,1,6.2375,True,True,False,True,False,True,False,1.9792758428991135
1,2,36.0,0,0,13.0,1,13.0,False,True,False,False,True,False,True,2.6390573296152584
1,3,31.0,1,1,20.525,3,6.841666666666666,False,True,False,False,True,True,True,3.0692150503137943
1,1,16.0,0,1,57.9792,2,28.9896,False,False,True,False,False,False,False,4.077184839375167
1,3,28.0,2,0,23.25,3,7.75,False,False,True,False,False,True,True,3.188416617383492
0,1,45.5,0,0,28.5,1,28.5,True,True,False,True,False,False,True,3.3843902633457743
0,1,38.0,0,1,153.4625,2,76.73125,True,True,False,True,False,False,True,5.039951348430309
0,3,16.0,2,0,18.0,3,6.0,True,True,False,True,False,True,False,2.9444389791664403
1,1,28.0,1,0,133.65,2,66.825,False,True,False,False,True,True,True,4.902678819257608
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,1,29.0,1,0,66.6,2,33.3,True,True,False,True,False,False,True,4.213607983048918
1,1,41.0,0,0,134.5,1,134.5,False,False,True,False,False,False,True,4.908971640319756
1,3,45.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,1,45.0,0,0,35.5,1,35.5,True,True,False,True,False,True,True,3.597312260588446
1,2,2.0,1,1,26.0,3,8.666666666666666,True,True,False,False,False,False,False,3.295836866004329
1,1,24.0,3,2,249.00622000000035,6,41.50103666666673,False,True,True,False,False,False,True,5.521485797552746
0,2,28.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,2,25.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,2,36.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,2,24.0,0,0,13.0,1,13.0,False,True,True,False,False,False,True,2.6390573296152584
1,2,40.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
1,3,28.0,1,0,16.1,2,8.05,False,True,False,False,True,True,True,2.8390784635086144
1,3,3.0,1,1,15.9,3,5.3,True,True,False,False,False,True,False,2.8273136219290276
0,3,42.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,True,2.2682524139135403
0,3,23.0,0,0,9.225,1,9.225,True,True,False,True,False,True,True,2.3248357019288655
0,1,28.0,0,0,35.0,1,35.0,True,True,False,True,False,False,True,3.58351893845611
0,3,15.0,1,1,7.2292,3,2.409733333333333,True,False,False,True,False,True,False,2.1076888046179385
0,3,25.0,1,0,17.8,2,8.9,True,True,False,True,False,True,True,2.9338568698359038
0,3,28.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
0,3,28.0,0,0,9.5,1,9.5,True,True,False,True,False,True,True,2.3513752571634776
1,1,22.0,0,1,55.0,2,27.5,False,True,True,False,False,False,True,4.02535169073515
0,2,38.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
1,3,28.0,0,0,7.8792,1,7.8792,False,False,True,False,False,True,True,2.1837114628556327
1,3,28.0,0,0,7.8792,1,7.8792,False,False,True,False,False,True,True,2.1837114628556327
0,3,40.0,1,4,27.9,6,4.6499999999999995,True,True,False,True,False,True,True,3.3638415951183864
0,2,29.0,1,0,27.7208,2,13.8604,True,False,False,True,False,True,True,3.357621598945279
0,3,45.0,0,1,14.4542,2,7.2271,False,False,False,False,True,True,True,2.737880811060884
0,3,35.0,0,0,7.05,1,7.05,True,True,False,True,False,True,True,2.0856720914304723
0,3,28.0,1,0,15.5,2,7.75,True,False,False,True,False,True,True,2.803360380906535
0,3,30.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
1,1,60.0,1,0,75.25,2,37.625,False,False,False,False,True,False,True,4.334017415487521
1,3,28.0,0,0,7.2292,1,7.2292,False,False,False,False,True,True,True,2.1076888046179385
1,3,28.0,0,0,7.75,1,7.75,False,False,True,False,False,True,True,2.169053700369523
1,1,24.0,0,0,69.3,1,69.3,False,False,False,False,True,False,True,4.252771798816619
1,1,25.0,1,0,55.4417,2,27.72085,True,False,False,True,False,False,True,4.0332082470129285
0,3,18.0,1,0,6.4958,2,3.2479,True,True,False,True,False,True,False,2.0143428636837015
0,3,19.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,1,22.0,0,0,135.6333,1,135.6333,True,False,False,True,False,True,True,4.91730069488021
0,3,3.0,3,1,21.075,5,4.215,False,True,True,False,False,True,False,3.0944457464900235
1,1,28.0,1,0,82.1708,2,41.0854,False,False,False,False,True,True,True,4.420896324687287
1,3,22.0,0,0,7.25,1,7.25,False,True,True,False,False,True,True,2.1102132003465894
0,1,27.0,0,2,211.5,3,70.5,True,False,False,True,False,False,True,5.358941988364472
0,3,20.0,0,0,4.0125,1,4.0125,True,False,False,True,False,True,True,1.6119347926326877
0,3,19.0,0,0,7.775,1,7.775,True,True,False,True,False,True,True,2.1719067693519296
1,1,42.0,0,0,227.525,1,227.525,False,False,True,False,False,True,True,5.4316456135398825
1,3,1.0,0,2,15.7417,3,5.247233333333333,False,False,True,False,False,True,False,2.817902613071225
0,3,32.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
1,1,35.0,1,0,52.0,2,26.0,False,True,False,False,True,True,True,3.970291913552122
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,2,18.0,0,0,73.5,1,73.5,True,True,False,True,False,True,False,4.310799125385514
0,3,1.0,5,2,46.9,8,5.8625,True,True,False,False,False,True,False,3.8691155044168695
1,2,36.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
0,3,28.0,0,0,7.7292,1,7.7292,True,False,False,True,False,True,True,2.1666737276227077
1,2,17.0,0,0,12.0,1,12.0,False,False,True,False,False,True,False,2.5649493574615367
1,1,36.0,1,2,120.0,4,30.0,True,True,False,True,False,False,True,4.795790545596741
1,3,21.0,0,0,7.7958,1,7.7958,True,True,False,True,False,True,True,2.174274334826008
0,3,28.0,2,0,7.925,3,2.6416666666666666,True,True,False,True,False,True,True,2.188856327665703
1,1,23.0,1,0,113.275,2,56.6375,False,False,True,False,False,False,True,4.738607824217808
1,3,24.0,0,2,16.7,3,5.566666666666666,False,True,False,False,True,False,True,2.8735646395797834
0,3,22.0,0,0,7.7958,1,7.7958,True,True,False,True,False,True,True,2.174274334826008
0,3,31.0,0,0,7.8542,1,7.8542,False,True,True,False,False,True,True,2.180891922715322
0,2,46.0,0,0,26.0,1,26.0,True,True,False,True,False,True,True,3.295836866004329
0,2,23.0,0,0,10.5,1,10.5,True,True,False,False,False,True,True,2.4423470353692043
1,2,28.0,0,0,12.65,1,12.65,False,True,False,False,True,True,True,2.613739521630969
1,3,39.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,3,26.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,21.0,1,0,9.825,2,4.9125,False,True,True,False,False,True,True,2.3818582738885534
0,3,28.0,1,0,15.85,2,7.925,True,True,False,True,False,True,True,2.8243506567983707
0,3,20.0,0,0,8.6625,1,8.6625,False,True,True,False,False,True,True,2.2682524139135403
0,2,34.0,1,0,21.0,2,10.5,True,True,False,True,False,True,True,3.091042453358316
0,3,51.0,0,0,7.75,1,7.75,True,True,False,True,False,True,True,2.169053700369523
1,2,3.0,1,1,18.75,3,6.25,True,True,False,False,False,True,False,2.9831534913471307
0,3,21.0,0,0,7.775,1,7.775,True,True,False,True,False,True,True,2.1719067693519296
0,3,28.0,3,1,25.4667,5,5.0933399999999995,False,True,True,False,False,True,True,3.275887339030031
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,28.0,0,0,6.8583,1,6.8583,True,False,False,True,False,True,True,2.061570298060867
1,1,33.0,1,0,90.0,2,45.0,False,False,True,False,False,False,True,4.51085950651685
0,2,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
1,3,44.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,3,28.0,0,0,8.05,1,8.05,False,True,False,False,True,True,True,2.2027647577118348
1,2,34.0,1,1,32.5,3,10.833333333333334,False,True,False,False,True,True,True,3.5115454388310208
1,2,18.0,0,2,13.0,3,4.333333333333333,False,True,True,False,False,True,False,2.6390573296152584
0,2,30.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,3,10.0,0,2,24.15,3,8.049999999999999,False,True,True,False,False,True,False,3.224857896545748
0,3,28.0,0,0,7.8958,1,7.8958,True,False,False,True,False,True,True,2.1855792552411137
0,3,21.0,0,0,7.7333,1,7.7333,True,False,False,True,False,True,True,2.167143305297764
0,3,29.0,0,0,7.875,1,7.875,True,True,False,True,False,True,True,2.1832383353614797
0,3,28.0,1,1,14.4,3,4.8,False,True,False,False,True,True,True,2.7343675094195836
0,3,18.0,1,1,20.2125,3,6.7375,True,True,False,True,False,True,False,3.0545906305603445
0,3,28.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
1,2,28.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
1,2,19.0,0,0,26.0,1,26.0,False,True,True,False,False,True,True,3.295836866004329
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
1,3,32.0,0,0,8.05,1,8.05,True,True,False,True,False,False,True,2.2027647577118348
1,1,28.0,0,0,26.55,1,26.55,True,True,False,True,False,False,True,3.3160025355989236
1,3,28.0,1,0,16.1,2,8.05,False,True,False,False,True,True,True,2.8390784635086144
1,2,42.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
0,3,17.0,0,0,7.125,1,7.125,True,True,False,True,False,True,False,2.094945728215801
0,1,50.0,1,0,55.9,2,27.95,True,True,False,True,False,False,True,4.041295341132285
1,1,14.0,1,2,120.0,4,30.0,False,True,True,False,False,False,False,4.795790545596741
0,3,21.0,2,2,34.375,5,6.875,False,True,True,False,False,True,True,3.5660053559634015
1,2,24.0,2,3,18.75,6,3.125,False,True,False,False,True,True,True,2.9831534913471307
0,1,64.0,1,4,249.00622000000035,6,41.50103666666673,True,True,False,True,False,False,False,5.521485797552746
0,2,31.0,0,0,10.5,1,10.5,True,True,False,True,False,True,True,2.4423470353692043
1,2,45.0,1,1,26.25,3,8.75,False,True,False,False,True,True,True,3.305053521109253
0,3,20.0,0,0,9.5,1,9.5,True,True,False,True,False,True,True,2.3513752571634776
0,3,25.0,1,0,7.775,2,3.8875,True,True,False,True,False,True,True,2.1719067693519296
1,2,28.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
1,3,28.0,0,0,8.1125,1,8.1125,True,True,False,True,False,True,True,2.2096470973347766
1,1,4.0,0,2,81.8583,3,27.2861,True,True,False,False,False,False,False,4.417131919904876
1,2,13.0,0,1,19.5,2,9.75,False,True,True,False,False,True,False,3.0204248861443626
1,1,34.0,0,0,26.55,1,26.55,True,True,False,True,False,True,True,3.3160025355989236
1,3,5.0,2,1,19.2583,4,4.814575,False,False,True,False,False,True,False,3.0085645861193133
1,1,52.0,0,0,30.5,1,30.5,True,True,False,False,False,False,True,3.449987545831587
0,2,36.0,1,2,27.75,4,6.9375,True,True,False,True,False,True,True,3.3586377672433594
0,3,28.0,1,0,19.9667,2,9.98335,True,True,False,True,False,True,True,3.0429354648621407
0,1,30.0,0,0,27.75,1,27.75,True,False,False,True,False,False,True,3.3586377672433594
1,1,49.0,1,0,89.1042,2,44.5521,True,False,False,True,False,False,True,4.500966778400217
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,29.0,0,0,7.8958,1,7.8958,True,False,False,True,False,True,True,2.1855792552411137
0,1,65.0,0,0,26.55,1,26.55,True,True,False,True,False,False,False,3.3160025355989236
1,1,28.0,1,0,51.8625,2,25.93125,False,True,False,False,True,False,True,3.967694202798607
1,2,50.0,0,0,10.5,1,10.5,False,True,True,False,False,True,True,2.4423470353692043
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
1,1,48.0,0,0,26.55,1,26.55,True,True,False,True,False,False,True,3.3160025355989236
0,3,34.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,1,47.0,0,0,38.5,1,38.5,True,True,False,True,False,False,True,3.676300671907076
0,2,48.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,38.0,0,0,7.05,1,7.05,True,True,False,True,False,True,True,2.0856720914304723
0,2,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,1,56.0,0,0,26.55,1,26.55,True,True,False,True,False,True,True,3.3160025355989236
0,3,28.0,0,0,7.725,1,7.725,True,False,False,True,False,True,True,2.1661924680884908
1,3,0.75,2,1,19.2583,4,4.814575,False,False,True,False,False,True,False,3.0085645861193133
0,3,28.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
0,3,38.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,True,2.2682524139135403
1,2,33.0,1,2,27.75,4,6.9375,False,True,False,False,True,True,True,3.3586377672433594
1,2,23.0,0,0,13.7917,1,13.7917,False,False,False,False,True,False,True,2.694066212646058
0,3,22.0,0,0,9.8375,1,9.8375,False,True,True,False,False,True,True,2.3830123421066602
0,1,28.0,0,0,52.0,1,52.0,True,True,False,True,False,False,True,3.970291913552122
0,2,34.0,1,0,21.0,2,10.5,True,True,False,True,False,True,True,3.091042453358316
0,3,29.0,1,0,7.0458,2,3.5229,True,True,False,True,False,True,True,2.0851502161468174
0,3,22.0,0,0,7.5208,1,7.5208,True,True,False,True,False,True,True,2.142510233146819
1,3,2.0,0,1,12.2875,2,6.14375,False,True,True,False,False,True,False,2.586823743668066
0,3,9.0,5,2,46.9,8,5.8625,True,True,False,False,False,True,False,3.8691155044168695
0,2,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,3,50.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,63.0,0,0,9.5875,1,9.5875,False,True,False,False,True,True,False,2.3596740599781727
1,1,25.0,1,0,91.0792,2,45.5396,True,False,False,True,False,False,True,4.5226490762785785
0,3,28.0,3,1,25.4667,5,5.0933399999999995,False,True,True,False,False,True,True,3.275887339030031
1,1,35.0,1,0,90.0,2,45.0,False,True,False,False,True,False,True,4.51085950651685
0,1,58.0,0,0,29.7,1,29.7,True,False,False,True,False,False,True,3.4242626545931514
0,3,30.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,9.0,1,1,15.9,3,5.3,True,True,False,False,False,True,False,2.8273136219290276
0,3,28.0,1,0,19.9667,2,9.98335,True,True,False,True,False,True,True,3.0429354648621407
0,3,21.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
0,1,55.0,0,0,30.5,1,30.5,True,True,False,True,False,False,True,3.449987545831587
0,1,71.0,0,0,49.5042,1,49.5042,True,False,False,True,False,True,False,3.922056501139853
0,3,21.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,28.0,0,0,14.4583,1,14.4583,True,False,False,True,False,True,True,2.738146075922933
1,1,54.0,1,0,78.2667,2,39.13335,False,False,True,False,False,False,True,4.37281811610993
0,3,28.0,0,0,15.1,1,15.1,True,True,False,True,False,True,True,2.7788192719904172
0,1,25.0,1,2,151.55,4,37.8875,False,True,False,False,True,False,True,5.027492411162679
0,3,24.0,0,0,7.7958,1,7.7958,True,True,False,True,False,True,True,2.174274334826008
0,3,17.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,False,2.2682524139135403
0,3,21.0,0,0,7.75,1,7.75,False,False,True,False,False,True,True,2.169053700369523
0,3,28.0,0,0,7.6292,1,7.6292,False,False,True,False,False,True,True,2.155151800914312
0,3,37.0,0,0,9.5875,1,9.5875,False,True,True,False,False,True,True,2.3596740599781727
1,1,16.0,0,0,86.5,1,86.5,False,True,True,False,False,False,False,4.471638793363569
0,1,18.0,1,0,108.9,2,54.45,True,False,False,True,False,False,False,4.699570861409576
1,2,33.0,0,2,26.0,3,8.666666666666666,False,True,False,False,True,True,True,3.295836866004329
1,1,28.0,0,0,26.55,1,26.55,True,True,False,True,False,True,True,3.3160025355989236
0,3,28.0,0,0,22.525,1,22.525,True,True,False,True,False,True,True,3.1580636854714434
1,3,26.0,0,0,56.4958,1,56.4958,True,True,False,True,False,True,True,4.05171190165724
1,3,29.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,1,36.0,0,0,26.2875,1,26.2875,True,True,False,True,False,False,True,3.3064287218760624
1,1,54.0,1,0,59.4,2,29.7,False,False,False,False,True,True,True,4.100989104940769
0,3,24.0,0,0,7.4958,1,7.4958,True,True,False,True,False,True,True,2.139571923732859
0,1,47.0,0,0,34.0208,1,34.0208,True,True,False,True,False,False,True,3.5559421706858756
1,2,34.0,0,0,10.5,1,10.5,False,True,False,False,True,False,True,2.4423470353692043
0,3,28.0,0,0,24.15,1,24.15,True,False,False,True,False,True,True,3.224857896545748
1,2,36.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
0,3,32.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,30.0,0,0,93.5,1,93.5,False,True,True,False,False,False,True,4.548599834499697
0,3,22.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,28.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
1,1,44.0,0,1,57.9792,2,28.9896,False,False,False,False,True,False,True,4.077184839375167
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
0,3,40.5,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
1,2,50.0,0,0,10.5,1,10.5,False,True,True,False,False,True,True,2.4423470353692043
0,1,28.0,0,0,221.7792,1,221.7792,True,True,False,True,False,False,True,5.406181146423973
0,3,39.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,2,23.0,2,1,11.5,4,2.875,True,True,False,True,False,True,True,2.5257286443082556
1,2,2.0,1,1,26.0,3,8.666666666666666,False,True,True,False,False,True,False,3.295836866004329
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
0,3,17.0,1,1,7.2292,3,2.409733333333333,True,False,False,True,False,True,False,2.1076888046179385
1,3,28.0,0,2,22.3583,3,7.452766666666666,False,False,False,False,True,True,True,3.1509523813392697
0,3,30.0,0,0,8.6625,1,8.6625,False,True,True,False,False,True,True,2.2682524139135403
1,2,7.0,0,2,26.25,3,8.75,False,True,True,False,False,True,False,3.305053521109253
0,1,45.0,0,0,26.55,1,26.55,True,True,False,False,False,False,True,3.3160025355989236
1,1,30.0,0,0,106.425,1,106.425,False,False,True,False,False,True,True,4.676792929661059
0,3,28.0,0,0,14.5,1,14.5,True,True,False,True,False,True,True,2.740840023925201
1,1,22.0,0,2,49.5,3,16.5,False,False,True,False,False,False,True,3.9219733362813143
1,1,36.0,0,2,71.0,3,23.666666666666668,False,True,True,False,False,False,True,4.276666119016055
0,3,9.0,4,2,31.275,7,4.4678571428571425,False,True,True,False,False,True,False,3.4742929367327062
0,3,11.0,4,2,31.275,7,4.4678571428571425,False,True,True,False,False,True,False,3.4742929367327062
1,2,32.0,1,0,26.0,2,13.0,True,True,False,True,False,True,True,3.295836866004329
0,1,50.0,1,0,106.425,2,53.2125,True,False,False,True,False,False,True,4.676792929661059
0,1,64.0,0,0,26.0,1,26.0,True,True,False,True,False,True,False,3.295836866004329
1,2,19.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
1,2,28.0,0,0,13.8625,1,13.8625,True,False,False,True,False,True,True,2.6988412620169004
0,3,33.0,1,1,20.525,3,6.841666666666666,True,True,False,True,False,True,True,3.0692150503137943
1,2,8.0,1,1,36.75,3,12.25,True,True,False,False,False,True,False,3.6309854756950335
1,1,17.0,0,2,110.8833,3,36.9611,True,False,False,True,False,False,False,4.717456363787216
0,2,27.0,0,0,26.0,1,26.0,True,True,False,True,False,True,True,3.295836866004329
0,3,28.0,0,0,7.8292,1,7.8292,True,False,False,True,False,True,True,2.17806441028492
1,3,22.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
1,3,22.0,0,0,7.775,1,7.775,False,True,True,False,False,True,True,2.1719067693519296
0,1,62.0,0,0,26.55,1,26.55,True,True,False,True,False,True,False,3.3160025355989236
1,1,48.0,1,0,39.6,2,19.8,False,False,False,False,False,False,True,3.703768066607687
0,1,28.0,0,0,227.525,1,227.525,True,False,False,True,False,True,True,5.4316456135398825
1,1,39.0,1,1,79.65,3,26.55,False,True,False,False,True,False,True,4.390118804571218
1,3,36.0,1,0,17.4,2,8.7,False,True,False,False,True,True,True,2.91235066461494
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
0,3,40.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,2,28.0,0,0,13.5,1,13.5,True,True,False,True,False,True,True,2.6741486494265287
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,28.0,0,0,8.05,1,8.05,False,True,True,False,False,True,True,2.2027647577118348
0,3,24.0,2,0,24.15,3,8.049999999999999,True,True,False,True,False,True,True,3.224857896545748
0,3,19.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,29.0,0,4,21.075,5,4.215,False,True,False,False,True,True,True,3.0944457464900235
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
1,3,32.0,0,0,7.8542,1,7.8542,True,True,False,True,False,True,True,2.180891922715322
1,2,62.0,0,0,10.5,1,10.5,True,True,False,True,False,True,False,2.4423470353692043
1,1,53.0,2,0,51.4792,3,17.15973333333333,False,True,False,False,True,False,True,3.960416900617205
1,1,36.0,0,0,26.3875,1,26.3875,True,True,False,True,False,False,True,3.3100867049215847
1,3,28.0,0,0,7.75,1,7.75,False,False,True,False,False,True,True,2.169053700369523
0,3,16.0,0,0,8.05,1,8.05,True,True,False,True,False,True,False,2.2027647577118348
0,3,19.0,0,0,14.5,1,14.5,True,True,False,True,False,True,True,2.740840023925201
1,2,34.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
1,1,39.0,1,0,55.9,2,27.95,False,True,False,False,True,False,True,4.041295341132285
0,3,28.0,1,0,14.4583,2,7.22915,False,False,False,False,True,True,True,2.738146075922933
1,3,32.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
1,2,25.0,1,1,30.0,3,10.0,False,True,True,False,False,True,True,3.4339872044851463
1,1,39.0,1,1,110.8833,3,36.9611,False,False,False,False,True,False,True,4.717456363787216
0,2,54.0,0,0,26.0,1,26.0,True,True,False,True,False,True,True,3.295836866004329
0,1,36.0,0,0,40.125,1,40.125,True,False,False,True,False,False,True,3.716616209085536
0,3,28.0,0,0,8.7125,1,8.7125,True,False,False,True,False,True,True,2.2734137156937657
1,1,18.0,0,2,79.65,3,26.55,False,True,True,False,False,False,False,4.390118804571218
0,2,47.0,0,0,15.0,1,15.0,True,True,False,True,False,True,True,2.772588722239781
1,1,60.0,1,1,79.2,3,26.400000000000002,True,False,False,True,False,False,True,4.384523514872469
0,3,22.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,3,35.0,0,0,7.125,1,7.125,True,True,False,True,False,True,True,2.094945728215801
1,1,52.0,1,0,78.2667,2,39.13335,False,False,False,False,True,False,True,4.37281811610993
0,3,47.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
0,3,28.0,0,2,7.75,3,2.5833333333333335,False,False,True,False,False,True,True,2.169053700369523
0,2,37.0,1,0,26.0,2,13.0,True,True,False,True,False,True,True,3.295836866004329
0,3,36.0,1,1,24.15,3,8.049999999999999,True,True,False,True,False,True,True,3.224857896545748
1,2,28.0,0,0,33.0,1,33.0,False,True,True,False,False,True,True,3.5263605246161616
0,3,49.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,3,28.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
1,1,49.0,1,0,56.9292,2,28.4646,True,False,False,False,False,False,True,4.0592215752427645
1,2,24.0,2,1,27.0,4,6.75,False,True,False,False,True,True,True,3.332204510175204
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,1,28.0,0,0,42.4,1,42.4,True,True,False,True,False,True,True,3.770459441106359
0,3,44.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,1,35.0,0,0,26.55,1,26.55,True,False,False,True,False,True,True,3.3160025355989236
0,3,36.0,1,0,15.55,2,7.775,True,True,False,True,False,True,True,2.806386101823072
